distance,speed,angle,time
18.116665498112503,7.053312238829675,2.6829407439596284,4.129399862221138
22.14509860816609,2.643238235800527,-2.63675618759319,3.8335403133985495
12.957086764825489,3.4276176469284105,1.7139141437692924,2.5516254270223744
15.851255338535616,2.2983630675938906,0.2542793237316294,2.198018809672991
24.29663370597409,2.2227285339264196,-2.580742802525155,3.9452068742179627
15.580733868285304,5.818567528086714,0.5479788461813362,2.1187789854827517
40.12310527621274,0.30463399828877297,1.2249481313893558,4.999031953525234
14.900026989535974,2.4607882396318015,-0.7576060187716411,2.239954990029611
42.046676012307,6.775153166661038,2.180510766500075,6.480905259481913
10.198734248480426,7.105231644597369,2.701556388221648,3.2710621770297488
32.303514984939135,0.41494123141746964,-0.2139832686449048,4.07957288216079
12.088084587824044,8.942568387917708,-1.1260617654267215,2.5390600630285594
27.334044094527403,6.771625458227936,-2.5749049738018703,5.0662469104153285
31.924242735573635,5.154597122175619,-0.5197924027085419,3.9607862543836747
27.68452725885869,7.865388282877392,-2.512493560401703,5.206090739969006
17.02413715898109,5.924744139099493,2.8600621942818405,3.9182700970594793
15.153477946127154,2.015505888976622,1.5510739703767307,2.5026576178829556
34.17558735122951,8.417340015084482,0.23521381606813696,3.8537644797218062
17.959243820977054,4.60265030573355,3.0734474907730904,3.876993850055695
42.6082520740885,6.0417935179546465,2.2992997876824726,6.526392249472741
11.4146349095253,5.378318168548867,2.261011846596042,2.9967951723475075
18.63412834038244,1.503346307715401,0.8449083220515674,2.657483593570887
20.51594679037115,3.976481349312234,1.247360185581373,3.1225948883658963
25.491987662832567,3.8845462555298576,-0.45919103736699896,3.285265595144757
37.07529689716971,0.6736865430139005,2.564824984009835,4.853008874001972
30.566052623840896,4.932169309596065,3.0204607398450882,5.3171126276183305
23.178834072539214,3.721885418507736,1.8964383758476222,3.8261299291749298
37.57858887760617,0.3369652682333253,-2.415370379379942,4.784882006212357
24.420479722869644,8.10554083334282,-2.932322945032157,5.036204227734814
47.11338135886745,3.2499103304231536,-2.3079405893894043,6.604406120233218
32.02893532124718,2.2158802314312194,-2.883111871559133,4.892610718802218
7.7066420264832285,5.0285387714277014,0.8550079207975365,1.4911438227156912
